סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
795 ,יערה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,833 ,76 ,186 ,305 ,95 ,81 ,90
796 ,צלפון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1027 ,118 ,223 ,372 ,104 ,86 ,124
797 ,אחיעזר ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1935 ,247 ,491 ,685 ,164 ,176 ,172
798 ,יגל ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,909 ,69 ,222 ,324 ,109 ,83 ,102
799 ,זכריה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1086 ,92 ,229 ,394 ,145 ,98 ,128
800 ,בית חנניה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,887 ,65 ,196 ,309 ,119 ,102 ,96
801 ,חמד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1046 ,111 ,352 ,332 ,77 ,64 ,110
802 ,גבעת כ"ח ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,965 ,104 ,211 ,342 ,117 ,81 ,110
803 ,יושיביה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,688 ,87 ,245 ,210 ,53 ,33 ,60
804 ,אחיסמך ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1364 ,121 ,360 ,488 ,144 ,133 ,118
805 ,ישעי ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,868 ,104 ,198 ,320 ,77 ,69 ,100
806 ,עין יהב ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,837 ,46 ,219 ,251 ,151 ,40 ,130
807 ,חניאל ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,875 ,50 ,161 ,305 ,109 ,111 ,139
808 ,ניר אליהו ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,659 ,53 ,156 ,189 ,83 ,46 ,132
809 ,נחם ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,615 ,58 ,145 ,210 ,70 ,51 ,81
810 ,עופר ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,575 ,55 ,128 ,199 ,65 ,59 ,69
811 ,יכיני ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,715 ,70 ,167 ,230 ,97 ,57 ,94
812 ,שלומי ,24 ,עכו ,24 ,עכו ,0 , ,7526 ,545 ,1539 ,2733 ,1046 ,754 ,909
813 ,עין יעקב ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1171 ,120 ,302 ,427 ,134 ,94 ,94
814 ,תלמים ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,901 ,84 ,252 ,310 ,81 ,72 ,102
815 ,זבדיאל ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,655 ,87 ,152 ,234 ,52 ,67 ,63
816 ,זנוח ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,583 ,49 ,128 ,210 ,70 ,58 ,68
817 ,עזריקם ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1434 ,148 ,319 ,553 ,136 ,146 ,132
818 ,זרחיה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,796 ,73 ,222 ,283 ,79 ,66 ,73
819 ,אביגדור ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,899 ,86 ,204 ,301 ,98 ,82 ,128
820 ,חלץ ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,516 ,42 ,116 ,150 ,84 ,42 ,82
821 ,אחוזם ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,519 ,38 ,79 ,212 ,63 ,47 ,80
822 ,מטע ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,889 ,79 ,243 ,298 ,112 ,63 ,94
823 ,בר גיורא ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,658 ,101 ,131 ,231 ,59 ,56 ,80
824 ,כוכב מיכאל ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1148 ,88 ,339 ,336 ,159 ,68 ,158
825 ,נס הרים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1440 ,124 ,511 ,443 ,194 ,69 ,99
826 ,עוזה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,503 ,51 ,94 ,149 ,68 ,72 ,69
827 ,נווה מבטח ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,714 ,56 ,189 ,216 ,113 ,46 ,94
828 ,ישרש ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1051 ,119 ,215 ,374 ,120 ,109 ,114
829 ,מבטחים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,559 ,63 ,100 ,191 ,48 ,65 ,92
831 ,ירוחם ,62 ,באר שבע ,62 ,באר שבע ,0 , ,11758 ,1285 ,2774 ,4306 ,1207 ,930 ,1256
833 ,נורית ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,230 ,28 ,73 ,83 ,28 ,7 ,11
836 ,גנות ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,479 ,39 ,88 ,167 ,55 ,46 ,84
837 ,עזריאל ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,954 ,59 ,286 ,319 ,119 ,78 ,93
838 ,פדיה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,828 ,69 ,163 ,313 ,103 ,77 ,103
839 ,פתחיה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,894 ,90 ,183 ,318 ,107 ,86 ,110
840 ,כיסופים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,412 ,22 ,50 ,159 ,48 ,48 ,85
841 ,אלישמע ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1163 ,98 ,247 ,395 ,158 ,124 ,141
842 ,געש ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,996 ,86 ,179 ,342 ,102 ,92 ,195
843 ,מרגליות ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,433 ,27 ,69 ,166 ,53 ,66 ,52
844 ,נחל עוז ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,501 ,47 ,96 ,179 ,66 ,36 ,77
845 ,כפר עזה ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,973 ,80 ,146 ,399 ,106 ,87 ,155
846 ,שפר ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,488 ,63 ,99 ,162 ,44 ,51 ,69
848 ,בית רבן ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,523 ,137 ,58 ,304 ,13 ,7 ,4
849 ,דבירה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1099 ,94 ,336 ,368 ,126 ,72 ,103
850 ,אחיטוב ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1010 ,93 ,198 ,350 ,153 ,85 ,131
851 ,ניצני עוז ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1083 ,93 ,256 ,385 ,141 ,105 ,103
852 ,גונן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,483 ,33 ,98 ,140 ,76 ,33 ,103
853 ,גאליה ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1135 ,72 ,223 ,387 ,166 ,111 ,176
854 ,רחוב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,452 ,42 ,77 ,165 ,55 ,49 ,64
856 ,שעלבים ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1546 ,189 ,587 ,498 ,168 ,40 ,64
857 ,כפר אביב ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,822 ,65 ,210 ,254 ,113 ,65 ,115
858 ,נווה ירק ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1235 ,95 ,313 ,376 ,201 ,83 ,167
859 ,כסלון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,427 ,45 ,94 ,156 ,46 ,39 ,47
861 ,שדה אליעזר ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,952 ,76 ,235 ,307 ,145 ,94 ,95
862 ,גני יוחנן ,44 ,רחובות ,44 ,רחובות ,30 ,גזר ,707 ,51 ,135 ,243 ,80 ,73 ,125
863 ,גינתון ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,975 ,102 ,205 ,328 ,147 ,68 ,125
864 ,בקוע ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,796 ,79 ,170 ,295 ,86 ,84 ,82
865 ,שיבולים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,383 ,23 ,99 ,124 ,49 ,35 ,53
866 ,יטבתה ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,928 ,46 ,162 ,329 ,141 ,82 ,168
868 ,אלוני יצחק ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,187 ,8 ,14 ,73 ,13 ,32 ,47
870 ,גבעת השלושה ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,729 ,70 ,131 ,230 ,106 ,58 ,134
871 ,עינת ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,928 ,58 ,282 ,244 ,167 ,60 ,117
872 ,גאולי תימן ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,373 ,36 ,79 ,121 ,37 ,31 ,69
873 ,שלווה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,593 ,64 ,126 ,219 ,59 ,54 ,71
874 ,מגדל העמק ,23 ,עפולה ,23 ,עפולה ,0 , ,29243 ,2355 ,5405 ,10042 ,3316 ,2861 ,5264
877 ,בית חירות ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,859 ,52 ,202 ,275 ,133 ,77 ,120
880 ,עין שריד ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1586 ,125 ,353 ,553 ,193 ,201 ,161
882 ,אורנים ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,4 ,0 ,0 ,1 ,1 ,1 ,1
885 ,שדה בוקר ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,595 ,44 ,109 ,212 ,69 ,50 ,111
886 ,איתנים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,4 ,0 ,0 ,0 ,0 ,0 ,4
888 ,כפר הרי"ף ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,875 ,58 ,235 ,282 ,133 ,71 ,96
889 ,כפר חסידים ב' ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,296 ,25 ,73 ,90 ,28 ,15 ,65
890 ,כפר הנוער הדתי ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,71 ,9 ,14 ,19 ,3 ,8 ,18
892 ,עבדון ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,748 ,69 ,165 ,293 ,74 ,78 ,69
897 ,מדרשת רופין ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,8 ,0 ,0 ,5 ,1 ,1 ,1
913 ,שבלי - אום אל-גנם ,23 ,עפולה ,23 ,עפולה ,0 , ,6725 ,662 ,1783 ,2664 ,773 ,433 ,410
916 ,ישע ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,424 ,27 ,98 ,132 ,78 ,27 ,62
917 ,עצמון שגב ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1333 ,74 ,323 ,460 ,178 ,177 ,121
919 ,גבעת ישעיהו ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,763 ,59 ,193 ,237 ,127 ,60 ,87
921 ,שער מנשה ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,121 ,0 ,0 ,9 ,29 ,27 ,56
922 ,רכסים ,31 ,חיפה ,31 ,חיפה ,0 , ,13329 ,2503 ,4240 ,4528 ,771 ,572 ,715
926 ,נווה אבות ,32 ,חדרה ,32 ,חדרה ,0 , ,21 ,0 ,0 ,0 ,0 ,2 ,19
932 ,אבו עמרה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,20 ,4 ,1 ,2 ,4 ,6 ,3
935 ,אבו סריחאן )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,31 ,1 ,6 ,12 ,6 ,2 ,4
939 ,מסעודין אל-עזאזמה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,18275 ,3489 ,6551 ,6252 ,1037 ,438 ,508
942 ,סואעד )חמרייה( ,24 ,עכו ,24 ,עכו ,9 ,עמק יזרעאל ,243 ,21 ,62 ,90 ,25 ,20 ,25
944 ,בסמת טבעון ,23 ,עפולה ,23 ,עפולה ,0 , ,8123 ,728 ,1936 ,3414 ,961 ,587 ,497
948 ,חוג'ייראת )ד'הרה( ,24 ,עכו ,24 ,עכו ,56 ,משגב ,26 ,3 ,3 ,5 ,1 ,4 ,10
956 ,הוזייל )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2005 ,322 ,553 ,728 ,167 ,127 ,108
957 ,עוקבי )בנו עוקבה( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,614 ,105 ,185 ,241 ,44 ,25 ,14
958 ,אבו עבדון )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,294 ,53 ,92 ,105 ,24 ,7 ,13
959 ,אפיניש )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,107 ,18 ,26 ,36 ,15 ,9 ,3
960 ,אסד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1166 ,245 ,413 ,408 ,49 ,23 ,28
961 ,אבו רוקייק )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,10616 ,1942 ,3628 ,3883 ,590 ,280 ,293
962 ,טובא-זנגריה ,21 ,צפת ,21 ,צפת ,0 , ,7027 ,749 ,1683 ,3074 ,743 ,442 ,336
963 ,אעצם )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,11131 ,2259 ,3940 ,3929 ,531 ,251 ,221
964 ,קודייראת א-צאנע)שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2807 ,327 ,1076 ,1075 ,181 ,61 ,87
965 ,אטרש )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,3672 ,468 ,1545 ,1354 ,160 ,80 ,65
966 ,אבו רובייעה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,9143 ,1763 ,3115 ,3266 ,504 ,224 ,271
967 ,אבו ג'ווייעד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,4824 ,972 ,1678 ,1659 ,260 ,109 ,146
968 ,אבו קורינאת )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,6873 ,1357 ,2340 ,2430 ,384 ,173 ,189
969 ,עטאוונה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,193 ,11 ,69 ,64 ,20 ,9 ,20
970 ,תראבין א-צאנע )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1219 ,169 ,515 ,426 ,55 ,24 ,30
972 ,קוואעין )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1225 ,200 ,508 ,445 ,36 ,18 ,18
975 ,זרזיר ,23 ,עפולה ,23 ,עפולה ,0 , ,8885 ,993 ,2388 ,3751 ,846 ,481 ,426
976 ,ג'נאביב )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1412 ,299 ,476 ,470 ,90 ,34 ,43
978 ,כעביה-טבאש-חג'אג'רה ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,6048 ,681 ,1582 ,2545 ,584 ,371 ,285
986 ,ח'ואלד )שבט( ,25 ,נצרת ,31 ,חיפה ,12 ,זבולון ,84 ,10 ,20 ,31 ,8 ,9 ,6
989 ,סואעד )כמאנה( )שבט( ,24 ,עכו ,24 ,עכו ,0 , ,36 ,0 ,6 ,12 ,10 ,4 ,4
990 ,ראס עלי ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,713 ,83 ,210 ,290 ,67 ,38 ,25
993 ,חמאם ,22 ,כנרת ,22 ,טבריה ,65 ,אל-בטוף ,1731 ,191 ,342 ,758 ,209 ,129 ,102
994 ,מנשית זבדה ,25 ,נצרת ,23 ,עפולה ,9 ,עמק יזרעאל ,1453 ,200 ,370 ,597 ,137 ,91 ,58
997 ,רומת הייב ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,2224 ,276 ,542 ,939 ,213 ,132 ,122
998 ,ביר אל-מכסור ,24 ,עכו ,25 ,נוף הגליל ,0 , ,10453 ,1132 ,2668 ,4366 ,1052 ,668 ,567
1015 ,מבשרת ציון ,11 ,ירושלים ,11 ,ירושלים ,0 , ,26405 ,2010 ,4767 ,8890 ,3070 ,2670 ,4998
1020 ,אור עקיבא ,32 ,חדרה ,32 ,חדרה ,0 , ,22223 ,1934 ,3933 ,7816 ,2453 ,2396 ,3691
1024 ,חרוצים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,804 ,52 ,171 ,251 ,120 ,74 ,136
1031 ,שדרות ,61 ,אשקלון ,61 ,אשקלון ,0 , ,30945 ,3601 ,5756 ,12345 ,2944 ,2772 ,3527
1034 ,קרית מלאכי ,61 ,אשקלון ,61 ,אשקלון ,0 , ,26750 ,3201 ,5957 ,10104 ,2229 ,2226 ,3033
1041 ,נצאצרה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,558 ,49 ,194 ,219 ,65 ,18 ,13
1042 ,אבו עמאר )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,114 ,12 ,26 ,55 ,14 ,5 ,2
1043 ,גיזו ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,212 ,16 ,49 ,72 ,37 ,26 ,12
1044 ,יעף ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,283 ,22 ,88 ,83 ,48 ,27 ,15
1045 ,שתולה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,335 ,39 ,63 ,132 ,30 ,24 ,47
1046 ,אוהד ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,416 ,11 ,130 ,119 ,72 ,19 ,65
1047 ,חזון ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,355 ,31 ,70 ,113 ,27 ,18 ,96
1050 ,בית חשמונאי ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2354 ,130 ,738 ,743 ,405 ,191 ,147
1051 ,תלמי אליהו ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,327 ,22 ,71 ,118 ,36 ,17 ,63
1052 ,קטורה ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,633 ,40 ,108 ,229 ,63 ,88 ,105
1053 ,עין חצבה ,62 ,באר שבע ,63 ,אילת ,51 ,תמר ,55 ,6 ,13 ,19 ,8 ,5 ,4
1054 ,תל שבע ,62 ,באר שבע ,62 ,באר שבע ,0 , ,21454 ,3703 ,7548 ,7987 ,1216 ,555 ,445
1056 ,עין כרם-בי"ס חקלאי ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,29 ,2 ,6 ,13 ,5 ,2 ,1
1057 ,נווה זוהר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,71 ,5 ,6 ,20 ,6 ,18 ,16
1058 ,שדה ניצן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,527 ,25 ,94 ,165 ,95 ,38 ,110
1059 ,כסיפה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,18596 ,3321 ,6301 ,6906 ,1081 ,546 ,441
1060 ,לקיה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,16176 ,2734 ,5410 ,6017 ,1096 ,513 ,406
1061 ,נוף הגליל ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,51523 ,3513 ,7684 ,17383 ,6310 ,5438 ,11195
1063 ,מעלות-תרשיחא ,24 ,עכו ,24 ,עכו ,0 , ,25254 ,1747 ,4708 ,8896 ,3125 ,2631 ,4147
1064 ,אמירים ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,917 ,74 ,221 ,309 ,132 ,73 ,108
1065 ,זמרת ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,694 ,96 ,214 ,236 ,57 ,44 ,47
1066 ,בני עי"ש ,44 ,רחובות ,44 ,רחובות ,0 , ,7492 ,521 ,1165 ,2445 ,929 ,864 ,1568
1067 ,דוב"ב ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,493 ,33 ,104 ,183 ,60 ,53 ,60
1068 ,אדמית ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,474 ,31 ,80 ,158 ,68 ,51 ,86
1069 ,רם-און ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,993 ,49 ,275 ,295 ,189 ,71 ,114
1070 ,אביעזר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,891 ,50 ,255 ,281 ,137 ,86 ,82
1071 ,נווה מיכאל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,760 ,70 ,224 ,266 ,67 ,51 ,82
1072 ,גן הדרום ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,542 ,42 ,151 ,184 ,60 ,32 ,73
1076 ,בית ברל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,53 ,2 ,9 ,26 ,5 ,3 ,8
1077 ,גבעת שפירא ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,324 ,18 ,83 ,89 ,68 ,20 ,46
1079 ,צפרירים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,441 ,32 ,87 ,162 ,60 ,50 ,50
1080 ,מבועים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1315 ,105 ,278 ,523 ,178 ,145 ,86
1081 ,אבן מנחם ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,362 ,35 ,55 ,126 ,44 ,52 ,50
1082 ,מעגלים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,1563 ,124 ,381 ,622 ,183 ,175 ,78
1083 ,תושיה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,554 ,56 ,166 ,212 ,61 ,29 ,30
1084 ,בן שמן )כפר נוער( ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,268 ,30 ,57 ,85 ,23 ,24 ,49
1085 ,כרם שלום ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,241 ,31 ,48 ,103 ,29 ,20 ,10
1094 ,כרם יבנה )ישיבה( ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,307 ,87 ,69 ,134 ,9 ,3 ,5
1095 ,כפר מימון ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,749 ,69 ,236 ,244 ,88 ,25 ,87
1098 ,מרכז שפירא ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,2366 ,272 ,612 ,841 ,204 ,233 ,204
1102 ,צוקי ים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,256 ,14 ,53 ,70 ,43 ,23 ,53
1103 ,גני הדר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,386 ,36 ,78 ,131 ,50 ,45 ,46
1104 ,פוריה - כפר עבודה ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,367 ,28 ,69 ,148 ,34 ,44 ,44
1105 ,פוריה - נווה עובד ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1517 ,162 ,310 ,568 ,156 ,148 ,173
1108 ,אומן ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,612 ,65 ,126 ,240 ,71 ,47 ,63
1110 ,חבר ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,678 ,77 ,190 ,256 ,85 ,43 ,27
1112 ,יודפת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1020 ,106 ,287 ,360 ,135 ,42 ,90
1113 ,צור הדסה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,10478 ,1327 ,2742 ,3814 ,1191 ,705 ,699
1114 ,שריגים )לי-און( ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1073 ,55 ,219 ,411 ,140 ,172 ,76
1115 ,אביבים ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,488 ,36 ,123 ,182 ,66 ,30 ,51
1117 ,יעל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,36 ,4 ,4 ,17 ,4 ,6 ,1
1123 ,אדרת ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,911 ,73 ,259 ,313 ,141 ,60 ,65
1124 ,נאות הכיכר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,289 ,15 ,57 ,89 ,41 ,19 ,68
1125 ,אלמגור ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,439 ,34 ,109 ,115 ,80 ,11 ,90
1126 ,אילות ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,371 ,28 ,66 ,148 ,31 ,26 ,72
1127 ,מעלה גלבוע ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,764 ,96 ,296 ,264 ,41 ,22 ,45
1128 ,מי עמי ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,405 ,33 ,110 ,129 ,42 ,33 ,58
1129 ,גרופית ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,392 ,19 ,66 ,138 ,48 ,49 ,72
1130 ,כפר רוזנואלד )זרעית( ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,288 ,16 ,50 ,92 ,53 ,16 ,61
1132 ,שניר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,657 ,59 ,141 ,235 ,93 ,66 ,63
1133 ,ורדון ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,297 ,22 ,61 ,123 ,29 ,41 ,21
1134 ,יד השמונה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,292 ,21 ,84 ,104 ,37 ,7 ,39
1136 ,צוחר ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,618 ,56 ,104 ,276 ,56 ,70 ,56
1137 ,קרית יערים ,11 ,ירושלים ,13 ,בית שמש ,0 , ,6906 ,1326 ,2093 ,2521 ,337 ,303 ,326
1138 ,יעד ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,804 ,40 ,194 ,261 ,125 ,87 ,97
1139 ,כרמיאל ,24 ,עכו ,20 ,כרמיאל ,0 , ,53744 ,3259 ,8767 ,17869 ,6655 ,5605 ,11589
1140 ,מדרשת בן גוריון ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,1785 ,123 ,478 ,619 ,263 ,147 ,155
1141 ,מבוא מודיעים ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,252 ,16 ,55 ,107 ,10 ,15 ,49
1143 ,נס עמים ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,457 ,44 ,154 ,159 ,65 ,12 ,23
